Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
NEDsteel_PoweredDoor_ironDoorGreen_Clean,blocks,block,,,Green Iron Door (Clean),,Grüne Eisentür (Clean),Puerta de hierro verde (Clean),Porte en fer verte (Clean),Porta di ferro verde (Clean),鉄製ドア（緑） (Clean),녹색 철제 문 (Clean),Żelazne drzwi – zielone (Clean),Porta de ferro verde (Clean),Зеленая железная дверь (Clean),Yeşil Demir Kapı,绿色铁门 (Clean),綠色鐵門 (Clean)
NEDsteel_PoweredDoor_ironDoorBlue_Clean,blocks,block,,,Blue Iron Door (Clean),,Blaue Eisentür (Clean),Puerta de hierro azul (Clean),Porte en fer bleue (Clean),Porta di ferro blu (Clean),鉄製ドア（青） (Clean),파란색 철제 문 (Clean),Żelazne drzwi – niebieskie (Clean),Porta de ferro azul (Clean),Синяя железная дверь (Clean),Mavi Demir Kapı,蓝色铁门 (Clean),藍色鐵門 (Clean)
NEDsteel_PoweredDoor_ironDoorPurple_Clean,blocks,block,,,Purple Iron Door (Clean),,Lilafarbene Eisentür (Clean),Puerta de hierro violeta (Clean),Porte en fer violette (Clean),Porta di ferro viola (Clean),鉄製ドア（紫） (Clean),보라색 철제 문 (Clean),Żelazne drzwi – fioletowe (Clean),Porta de ferro roxa (Clean),Фиолетовая железная дверь (Clean),Mor Demir Kapı,紫色铁门 (Clean),紫色鐵門 (Clean)
NEDsteel_PoweredDoor_ironDoorGrey_Clean,blocks,block,,,Grey Iron Door (Clean),,Graue Eisentür (Clean),Puerta de hierro gris (Clean),Porte en fer grise (Clean),Porta di ferro grigia (Clean),鉄製ドア（灰色） (Clean),회색 철제 문 (Clean),Żelazne drzwi – szare (Clean),Porta de ferro cinza (Clean),Серая железная дверь (Clean),Gri Demir Kapı,灰色铁门 (Clean),灰色鐵門 (Clean)
NEDsteel_PoweredDoor_ironDoorBlack_Clean,blocks,block,,,Black Iron Door (Clean),,Schwarze Eisentür (Clean),Puerta de hierro negra (Clean),Porte en fer noire (Clean),Porta di ferro nera (Clean),鉄製ドア（黒） (Clean),검정색 철제 문 (Clean),Żelazne drzwi – czarne (Clean),Porta de ferro preta (Clean),Черная железная дверь (Clean),Siyah Demir Kapı,黑色铁门 (Clean),黑色鐵門 (Clean)
NEDsteel_PoweredDoor_ironDoorPink_Clean,blocks,block,,,Pink Iron Door (Clean),,Rosafarbene Eisentür (Clean),Puerta de hierro rosa (Clean),Porte en fer rose (Clean),Porta di ferro rosa (Clean),鉄製ドア（ピンク） (Clean),분홍색 철제 문 (Clean),Żelazne drzwi – różowe (Clean),Porta de ferro rosa (Clean),Розовая железная дверь (Clean),Pembe Demir Kapı,粉色铁门 (Clean),粉紅色鐵門 (Clean)
NEDsteel_PoweredDoor_ironDoorArmyGreen_Clean,blocks,block,,,Army Green Iron Door (Clean),,Armeegrüne Eisentür (Clean),Puerta de hierro verde militar (Clean),Porte en fer kaki (Clean),Porta di ferro verde militare (Clean),鉄製ドア（アーミーグリーン） (Clean),아미 녹색 철제 문 (Clean),Żelazne drzwi – moro (Clean),Porta de ferro verde-militar (Clean),Железная дверь цвета хаки (Clean),Askeri Yeşil Demir Kapı,军绿色铁门 (Clean),軍綠色鐵門 (Clean)
NEDsteel_PoweredDoor_ironDoorDoubleWhite_Clean,blocks,block,,,White Iron Door Double (Clean),,Weiße Eisendoppeltür (Clean),Puerta de hierro doble blanca (Clean),Double porte en fer blanche (Clean),Porta di ferro doppia bianca (Clean),鉄製ドア（白・ダブル） (Clean),흰색 철제 문 더블 (Clean),"Żelazne drzwi – białe, podwójne (Clean)",Porta de ferro dupla branca (Clean),Белая двойная железная дверь (Clean),Çift Kanatlı Beyaz Demir Kapı,白色双开铁门 (Clean),白色雙鐵門 (Clean)
NEDsteel_PoweredDoor_ironDoorDoubleBrown_Clean,blocks,block,,,Brown Iron Door Double (Clean),,Braune Eisendoppeltür (Clean),Puerta de hierro doble marrón (Clean),Double porte en fer marron (Clean),Porta di ferro doppia marrone (Clean),鉄製ドア（茶色・ダブル） (Clean),갈색 철제 문 더블 (Clean),"Żelazne drzwi – brązowe, podwójne (Clean)",Porta de ferro dupla marrom (Clean),Коричневая двойная железная дверь (Clean),Çift Kanatlı Kahverengi Demir Kapı,棕色双开铁门 (Clean),棕色雙鐵門 (Clean)
NEDsteel_PoweredDoor_ironDoorDoubleRed_Clean,blocks,block,,,Red Iron Door Double (Clean),,Rote Eisendoppeltür (Clean),Puerta de hierro doble roja (Clean),Double porte en fer rouge (Clean),Porta di ferro doppia rossa (Clean),鉄製ドア（赤・ダブル） (Clean),빨간색 철제 문 더블 (Clean),"Żelazne drzwi – czerwone, podwójne (Clean)",Porta de ferro dupla vermelha (Clean),Красная двойная железная дверь (Clean),Çift Kanatlı Kırmızı Demir Kapı,红色双开铁门 (Clean),紅色雙鐵門 (Clean)
NEDsteel_PoweredDoor_ironDoorDoubleOrange_Clean,blocks,block,,,Orange Iron Door Double (Clean),,Orangefarbene Eisendoppeltür (Clean),Puerta de hierro doble naranja (Clean),Double porte en fer orange (Clean),Porta di ferro doppia arancione (Clean),鉄製ドア（橙・ダブル） (Clean),주황색 철제 문 더블 (Clean),"Żelazne drzwi – pomarańczowe, podwójne (Clean)",Porta de ferro dupla laranja (Clean),Оранжевая двойная железная дверь (Clean),Çift Kanatlı Turuncu Demir Kapı,橙色双开铁门 (Clean),橘色雙鐵門 (Clean)
NEDsteel_PoweredDoor_ironDoorDoubleYellow_Clean,blocks,block,,,Yellow Iron Door Double (Clean),,Gelbe Eisendoppeltür (Clean),Puerta de hierro doble amarilla (Clean),Double porte en fer jaune (Clean),Porta di ferro doppia gialla (Clean),鉄製ドア（黄色・ダブル） (Clean),노란색 철제 문 더블 (Clean),"Żelazne drzwi – żółte, podwójne (Clean)",Porta de ferro dupla amarela (Clean),Желтая двойная железная дверь (Clean),Çift Kanatlı Sarı Demir Kapı,黄色双开铁门 (Clean),黃色雙鐵門 (Clean)
NEDsteel_PoweredDoor_ironDoorDoubleGreen_Clean,blocks,block,,,Green Iron Door Double (Clean),,Grüne Eisendoppeltür (Clean),Puerta de hierro doble verde (Clean),Double porte en fer verte (Clean),Porta di ferro doppia verde (Clean),鉄製ドア（緑・ダブル） (Clean),녹색 철제 문 더블 (Clean),"Żelazne drzwi – zielone, podwójne (Clean)",Porta de ferro dupla verde (Clean),Зеленая двойная железная дверь (Clean),Çift Kanatlı Yeşil Demir Kapı,绿色双开铁门 (Clean),綠色雙鐵門 (Clean)
NEDsteel_PoweredDoor_ironDoorDoubleBlue_Clean,blocks,block,,,Blue Iron Door Double (Clean),,Blaue Eisendoppeltür (Clean),Puerta de hierro doble azul (Clean),Double porte en fer bleue (Clean),Porta di ferro doppia blu (Clean),鉄製ドア（青・ダブル） (Clean),파란색 철제 문 더블 (Clean),"Żelazne drzwi – niebieskie, podwójne (Clean)",Porta de ferro dupla azul (Clean),Синяя двойная железная дверь (Clean),Çift Kanatlı Mavi Demir Kapı,蓝色双开铁门 (Clean),藍色雙鐵門 (Clean)
NEDsteel_PoweredDoor_ironDoorDoublePurple_Clean,blocks,block,,,Purple Iron Door Double (Clean),,Lilafarbene Eisendoppeltür (Clean),Puerta de hierro doble violeta (Clean),Double porte en fer violette (Clean),Porta di ferro doppia viola (Clean),鉄製ドア（紫・ダブル） (Clean),보라색 철제 문 더블 (Clean),"Żelazne drzwi – fioletowe, podwójne (Clean)",Porta de ferro dupla roxa (Clean),Фиолетовая двойная железная дверь (Clean),Çift Kanatlı Mor Demir Kapı,紫色双开铁门 (Clean),紫色雙鐵門 (Clean)
NEDsteel_PoweredDoor_ironDoorDoubleGrey_Clean,blocks,block,,,Grey Iron Door Double (Clean),,Graue Eisendoppeltür (Clean),Puerta de hierro doble gris (Clean),Double porte en fer grise (Clean),Porta di ferro doppia grigia (Clean),鉄製ドア（灰色・ダブル） (Clean),회색 철제 문 더블 (Clean),"Żelazne drzwi – szare, podwójne (Clean)",Porta de ferro dupla cinza (Clean),Серая двойная железная дверь (Clean),Çift Kanatlı Gri Demir Kapı,灰色双开铁门 (Clean),灰色雙鐵門 (Clean)
NEDsteel_PoweredDoor_ironDoorDoubleBlack_Clean,blocks,block,,,Black Iron Door Double (Clean),,Schwarze Eisendoppeltür (Clean),Puerta de hierro doble negra (Clean),Double porte en fer noire (Clean),Porta di ferro doppia nera (Clean),鉄製ドア（黒・ダブル） (Clean),검정색 철제 문 더블 (Clean),"Żelazne drzwi – czarne, podwójne (Clean)",Porta de ferro dupla preta (Clean),Черная двойная железная дверь (Clean),Çift Kanatlı Siyah Demir Kapı,黑色双开铁门 (Clean),黑色雙鐵門 (Clean)
NEDsteel_PoweredDoor_ironDoorDoublePink_Clean,blocks,block,,,Pink Iron Door Double (Clean),,Rosafarbene Eisendoppeltür (Clean),Puerta de hierro doble rosa (Clean),Double porte en fer rose (Clean),Porta di ferro doppia rosa (Clean),鉄製ドア（ピンク・ダブル） (Clean),분홍색 철제 문 더블 (Clean),"Żelazne drzwi – różowe, podwójne (Clean)",Porta de ferro dupla rosa (Clean),Розовая двойная железная дверь (Clean),Çift Kanatlı Pembe Demir Kapı,粉色双开铁门 (Clean),粉紅色雙鐵門 (Clean)
NEDsteel_PoweredDoor_ironDoorDoubleArmyGreen_Clean,blocks,block,,,Army Green Iron Door Double (Clean),,Armeegrüne Eisendoppeltür (Clean),Puerta de hierro doble verde militar (Clean),Double porte en fer kaki (Clean),Porta di ferro doppia verde militare (Clean),鉄製ドア（アーミーグリーン・ダブル） (Clean),아미 녹색 철제 문 더블 (Clean),"Żelazne drzwi – moro, podwójne (Clean)",Porta de ferro dupla verde-militar (Clean),Двойная железная дверь цвета хаки (Clean),Çift Kanatlı Askeri Yeşil Demir Kapı,军绿色双开铁门 (Clean),軍綠色雙鐵門 (Clean)
NEDsteel_PoweredDoor_exteriorHouseDoorWhite_Clean,blocks,block,,,White Exterior House Door (Clean),,"Weiße Tür, Hausaußenseite (Clean)",Puerta exterior de la casa blanca (Clean),"Porte, extérieur de maison, blanche (Clean)",Porta di casa esterna bianca (Clean),住宅用室外ドア（白） (Clean),흰색 외부 집 문 (Clean),Zewnętrzne drzwi do domu – białe (Clean),Porta exterior de casa branca (Clean),Белая входная дверь (Clean),Beyaz Dış Ev Kapısı,白色室外门 (Clean),白色室外房屋門 (Clean)
NEDsteel_PoweredDoor_exteriorHouseDoorBrown_Clean,blocks,block,,,Brown Exterior House Door (Clean),,"Braune Tür, Hausaußenseite (Clean)",Puerta exterior de la casa marrón (Clean),"Porte, extérieur de maison, marron (Clean)",Porta di casa esterna marrone (Clean),住宅用室外ドア（茶） (Clean),갈색 외부 집 문 (Clean),Zewnętrzne drzwi do domu – brązowe (Clean),Porta exterior de casa marrom (Clean),Коричневая входная дверь (Clean),Kahverengi Dış Ev Kapısı,棕色室外门 (Clean),棕色室外房屋門 (Clean)
NEDsteel_PoweredDoor_exteriorHouseDoorRed_Clean,blocks,block,,,Red Exterior House Door (Clean),,"Rote Tür, Hausaußenseite (Clean)",Puerta exterior de la casa roja (Clean),"Porte, extérieur de maison, rouge (Clean)",Porta di casa esterna rossa (Clean),住宅用室外ドア（赤） (Clean),빨간색 외부 집 문 (Clean),Zewnętrzne drzwi do domu – czerwone (Clean),Porta exterior de casa vermelha (Clean),Красная входная дверь (Clean),Kırmızı Dış Ev Kapısı,红色室外门 (Clean),紅色室外房屋門 (Clean)
NEDsteel_PoweredDoor_exteriorHouseDoorOrange_Clean,blocks,block,,,Orange Exterior House Door (Clean),,"Orangefarbene Tür, Hausaußenseite (Clean)",Puerta exterior de la casa naranja (Clean),"Porte, extérieur de maison, orange (Clean)",Porta di casa esterna arancione (Clean),住宅用室外ドア（橙） (Clean),주황색 외부 집 문 (Clean),Zewnętrzne drzwi do domu – pomarańczowe (Clean),Porta exterior de casa laranja (Clean),Оранжевая входная дверь (Clean),Turuncu Dış Ev Kapısı,橙色室外门 (Clean),橘色室外房屋門 (Clean)
NEDsteel_PoweredDoor_exteriorHouseDoorYellow_Clean,blocks,block,,,Yellow Exterior House Door (Clean),,"Gelbe Tür, Hausaußenseite (Clean)",Puerta exterior de la casa amarilla (Clean),"Porte, extérieur de maison, jaune (Clean)",Porta di casa esterna gialla (Clean),住宅用室外ドア（黄） (Clean),노란색 외부 집 문 (Clean),Zewnętrzne drzwi do domu – żółte (Clean),Porta exterior de casa amarela (Clean),Желтая входная дверь (Clean),Sarı Dış Ev Kapısı,黄色室外门 (Clean),黃色室外房屋門 (Clean)
NEDsteel_PoweredDoor_exteriorHouseDoorGreen_Clean,blocks,block,,,Green Exterior House Door (Clean),,"Grüne Tür, Hausaußenseite (Clean)",Puerta exterior de la casa verde (Clean),"Porte, extérieur de maison, verte (Clean)",Porta di casa esterna verde (Clean),住宅用室外ドア（緑） (Clean),녹색 외부 집 문 (Clean),Zewnętrzne drzwi do domu – zielone (Clean),Porta exterior de casa verde (Clean),Зеленая входная дверь (Clean),Yeşil Dış Ev Kapısı,绿色室外门 (Clean),綠色室外房屋門 (Clean)
NEDsteel_PoweredDoor_exteriorHouseDoorBlue_Clean,blocks,block,,,Blue Exterior House Door (Clean),,"Blaue Tür, Hausaußenseite (Clean)",Puerta exterior de la casa azul (Clean),"Porte, extérieur de maison, bleue (Clean)",Porta di casa esterna blu (Clean),住宅用室外ドア（青） (Clean),파란색 외부 집 문 (Clean),Zewnętrzne drzwi do domu – niebieskie (Clean),Porta exterior de casa azul (Clean),Синяя входная дверь (Clean),Mavi Dış Ev Kapısı,蓝色室外门 (Clean),藍色室外房屋門 (Clean)
NEDsteel_PoweredDoor_exteriorHouseDoorPurple_Clean,blocks,block,,,Purple Exterior House Door (Clean),,"Lilafarbene Tür, Hausaußenseite (Clean)",Puerta exterior de la casa violeta (Clean),"Porte, extérieur de maison, violette (Clean)",Porta di casa esterna viola (Clean),住宅用室外ドア（紫） (Clean),보라색 외부 집 문 (Clean),Zewnętrzne drzwi do domu – fioletowe (Clean),Porta exterior de casa roxa (Clean),Фиолетовая входная дверь (Clean),Mor Dış Ev Kapısı,紫色室外门 (Clean),紫色室外房屋門 (Clean)
NEDsteel_PoweredDoor_exteriorHouseDoorGrey_Clean,blocks,block,,,Grey Exterior House Door (Clean),,"Graue Tür, Hausaußenseite (Clean)",Puerta exterior de la casa gris (Clean),"Porte, extérieur de maison, grise (Clean)",Porta di casa esterna grigia (Clean),住宅用室外ドア（灰） (Clean),회색 외부 집 문 (Clean),Zewnętrzne drzwi do domu – szare (Clean),Porta exterior de casa cinza (Clean),Серая входная дверь (Clean),Gri Dış Ev Kapısı,灰色室外门 (Clean),灰色室外房屋門 (Clean)
NEDsteel_PoweredDoor_exteriorHouseDoorPink_Clean,blocks,block,,,Pink Exterior House Door (Clean),,"Rosafarbene Tür, Hausaußenseite (Clean)",Puerta exterior de la casa rosa (Clean),"Porte, extérieur de maison, rose (Clean)",Porta di casa esterna rosa (Clean),住宅用室外ドア（ピンク） (Clean),분홍색 외부 집 문 (Clean),Zewnętrzne drzwi do domu – różowe (Clean),Porta exterior de casa rosa (Clean),Розовая входная дверь (Clean),Pembe Dış Ev Kapısı,粉色室外门 (Clean),粉色室外房屋門 (Clean)
NEDsteel_PoweredDoor_exteriorHouseDoorOak_Clean,blocks,block,,,Oak Exterior House Door (Clean),,"Eichentür, Hausaußenseite (Clean)",Puerta exterior de la casa de roble (Clean),"Porte, extérieur de maison, chêne (Clean)",Porta di casa esterna di quercia (Clean),住宅用室外ドア（オーク） (Clean),오크 외부 집 문 (Clean),Zewnętrzne drzwi do domu – dębowe (Clean),Porta exterior de casa carvalho (Clean),Дубовая входная дверь (Clean),Meşe Dış Ev Kapısı,橡木室外门 (Clean),橡木室外房屋門 (Clean)
NEDsteel_PoweredDoor_exteriorHouseDoorDoubleWhite_Clean,blocks,block,,,White Exterior House Double Door (Clean),,"Weiße Doppeltür, Hausaußenseite (Clean)",Puerta doble exterior de la casa blanca (Clean),"Double porte, extérieur de maison, blanche (Clean)",Doppia porta di casa esterna bianca (Clean),住宅用室外ダブルドア（白） (Clean),흰색 외부 집 이중문 (Clean),"Zewnętrzne drzwi do domu – białe, podwójne (Clean)",Porta exterior dupla de casa branca (Clean),Белая двойная входная дверь (Clean),Çift Kanatlı Beyaz Dış Ev Kapısı,白色室外双开门 (Clean),白色室外房屋雙門 (Clean)
NEDsteel_PoweredDoor_exteriorHouseDoorDoubleBrown_Clean,blocks,block,,,Brown Exterior House Double Door (Clean),,"Braune Doppeltür, Hausaußenseite (Clean)",Puerta doble exterior de la casa marrón (Clean),"Double porte, extérieur de maison, marron (Clean)",Doppia porta di casa esterna marrone (Clean),住宅用室外ダブルドア（茶） (Clean),갈색 외부 집 이중문 (Clean),"Zewnętrzne drzwi do domu – brązowe, podwójne (Clean)",Porta exterior dupla de casa marrom (Clean),Коричневая двойная входная дверь (Clean),Çift Kanatlı Kahverengi Dış Ev Kapısı,棕色室外双开门 (Clean),棕色室外房屋雙門 (Clean)
NEDsteel_PoweredDoor_exteriorHouseDoorDoubleRed_Clean,blocks,block,,,Red Exterior House Double Door (Clean),,"Rote Doppeltür, Hausaußenseite (Clean)",Puerta doble exterior de la casa roja (Clean),"Double porte, extérieur de maison, rouge (Clean)",Doppia porta di casa esterna rossa (Clean),住宅用室外ダブルドア（赤） (Clean),빨간색 외부 집 이중문 (Clean),"Zewnętrzne drzwi do domu – czerwone, podwójne (Clean)",Porta exterior dupla de casa vermelha (Clean),Красная двойная входная дверь (Clean),Çift Kanatlı Kırmızı Dış Ev Kapısı,红色室外双开门 (Clean),紅色室外房屋雙門 (Clean)
NEDsteel_PoweredDoor_exteriorHouseDoorDoubleOrange_Clean,blocks,block,,,Orange Exterior House Double Door (Clean),,"Orangefarbene Doppeltür, Hausaußenseite (Clean)",Puerta doble exterior de la casa naranja (Clean),"Double porte, extérieur de maison, orange (Clean)",Doppia porta di casa esterna arancione (Clean),住宅用室外ダブルドア（橙） (Clean),주황색 외부 집 이중문 (Clean),"Zewnętrzne drzwi do domu – pomarańczowe, podwójne (Clean)",Porta exterior dupla de casa laranja (Clean),Оранжевая двойная входная дверь (Clean),Çift Kanatlı Turuncu Dış Ev Kapısı,橙色室外双开门 (Clean),橘色室外房屋雙門 (Clean)
NEDsteel_PoweredDoor_exteriorHouseDoorDoubleYellow_Clean,blocks,block,,,Yellow Exterior House Double Door (Clean),,"Gelbe Doppeltür, Hausaußenseite (Clean)",Puerta doble exterior de la casa amarilla (Clean),"Double porte, extérieur de maison, jaune (Clean)",Doppia porta di casa esterna gialla (Clean),住宅用室外ダブルドア（黄） (Clean),노란색 외부 집 이중문 (Clean),"Zewnętrzne drzwi do domu – żółte, podwójne (Clean)",Porta exterior dupla de casa amarela (Clean),Желтая двойная входная дверь (Clean),Çift Kanatlı Sarı Dış Ev Kapısı,黄色室外双开门 (Clean),黃色室外房屋雙門 (Clean)
NEDsteel_PoweredDoor_exteriorHouseDoorDoubleGreen_Clean,blocks,block,,,Green Exterior House Double Door (Clean),,"Grüne Doppeltür, Hausaußenseite (Clean)",Puerta doble exterior de la casa verde (Clean),"Double porte, extérieur de maison, verte (Clean)",Doppia porta di casa esterna verde (Clean),住宅用室外ダブルドア（緑） (Clean),녹색 외부 집 이중문 (Clean),"Zewnętrzne drzwi do domu – zielone, podwójne (Clean)",Porta exterior dupla de casa verde (Clean),Зеленая двойная входная дверь (Clean),Çift Kanatlı Yeşil Dış Ev Kapısı,绿色室外双开门 (Clean),綠色室外房屋雙門 (Clean)
NEDsteel_PoweredDoor_exteriorHouseDoorDoubleBlue_Clean,blocks,block,,,Blue Exterior House Double Door (Clean),,"Blaue Doppeltür, Hausaußenseite (Clean)",Puerta doble exterior de la casa azul (Clean),"Double porte, extérieur de maison, bleue (Clean)",Doppia porta di casa esterna blu (Clean),住宅用室外ダブルドア（青） (Clean),파란색 외부 집 이중문 (Clean),"Zewnętrzne drzwi do domu – niebieskie, podwójne (Clean)",Porta exterior dupla de casa azul (Clean),Синяя двойная входная дверь (Clean),Çift Kanatlı Mavi Dış Ev Kapısı,蓝色室外双开门 (Clean),藍色室外房屋雙門 (Clean)
NEDsteel_PoweredDoor_exteriorHouseDoorDoublePurple_Clean,blocks,block,,,Purple Exterior House Double Door (Clean),,"Lila Doppeltür, Hausaußenseite (Clean)",Puerta doble exterior de la casa violeta (Clean),"Double porte, extérieur de maison, violette (Clean)",Doppia porta di casa esterna viola (Clean),住宅用室外ダブルドア（紫） (Clean),보라색 외부 집 이중문 (Clean),"Zewnętrzne drzwi do domu – fioletowe, podwójne (Clean)",Porta exterior dupla de casa roxa (Clean),Фиолетовая двойная входная дверь (Clean),Çift Kanatlı Mor Dış Ev Kapısı,紫色室外双开门 (Clean),紫色室外房屋雙門 (Clean)
NEDsteel_PoweredDoor_exteriorHouseDoorDoubleGrey_Clean,blocks,block,,,Grey Exterior House Double Door (Clean),,"Graue Doppeltür, Hausaußenseite (Clean)",Puerta doble exterior de la casa gris (Clean),"Double porte, extérieur de maison, grise (Clean)",Doppia porta di casa esterna grigia (Clean),住宅用室外ダブルドア（灰） (Clean),회색 외부 집 이중문 (Clean),"Zewnętrzne drzwi do domu – szare, podwójne (Clean)",Porta exterior dupla de casa cinza (Clean),Серая двойная входная дверь (Clean),Çift Kanatlı Gri Dış Ev Kapısı,灰色室外双开门 (Clean),灰色室外房屋雙門 (Clean)
NEDsteel_PoweredDoor_exteriorHouseDoorDoublePink_Clean,blocks,block,,,Pink Exterior House Double Door (Clean),,"Rosafarbene Doppeltür, Hausaußenseite (Clean)",Puerta doble exterior de la casa rosa (Clean),"Double porte, extérieur de maison, rose (Clean)",Doppia porta di casa esterna rosa (Clean),住宅用室外ダブルドア（ピンク） (Clean),분홍색 외부 집 이중문 (Clean),"Zewnętrzne drzwi do domu – różowe, podwójne (Clean)",Porta exterior dupla de casa rosa (Clean),Розовая двойная входная дверь (Clean),Çift Kanatlı Pembe Dış Ev Kapısı,粉色室外双开门 (Clean),粉色室外房屋雙門 (Clean)
NEDsteel_PoweredDoor_exteriorHouseDoorDoubleOak_Clean,blocks,block,,,Oak Exterior House Double Door (Clean),,"Eichen-Doppeltür, Hausaußenseite (Clean)",Puerta doble exterior de la casa de roble (Clean),"Double porte, extérieur de maison, chêne (Clean)",Doppia porta di casa esterna di quercia (Clean),住宅用室外ダブルドア（オーク） (Clean),오크 외부 집 이중문 (Clean),"Zewnętrzne drzwi do domu – dębowe, podwójne (Clean)",Porta exterior dupla de casa carvalho (Clean),Дубовая двойная входная дверь (Clean),Çift Kanatlı Meşe Dış Ev Kapısı,橡木室外双开门 (Clean),橡木室外房屋雙門 (Clean)
NEDsteel_PoweredDoor_exteriorHouseDoorSideLightSingleWhite_Clean,blocks,block,,,White Exterior House Side Light Single Door (Clean),,"Weiße Einzeltür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior individual de casa blanca (Clean),"Porte simple, lumière latérale, extérieur de maison, blanche (Clean)",Porta laterale singola leggera esterna bianca (Clean),住宅用室外ドア（白・サイド照明・シングル） (Clean),흰색 외부 집 측면 조명 싱글 문 (Clean),"Zewnętrzne drzwi do domu – białe, bok, lekkie, pojedyncze (Clean)",Porta única com vidro lateral de casa exterior branca (Clean),Белая одинарная входная дверь с окнами по бокам (Clean),Beyaz Dış Ev Kapısı Tekli Yan Lambası,白色室外侧光单开门 (Clean),白色室外房屋側光單門 (Clean)
NEDsteel_PoweredDoor_exteriorHouseDoorSideLightSingleBrown_Clean,blocks,block,,,Brown Exterior House Side Light Single Door (Clean),,"Braune Einzeltür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior individual de casa marrón (Clean),"Porte simple, lumière latérale, extérieur de maison, marron (Clean)",Porta laterale singola leggera esterna marrone (Clean),住宅用室外ドア（茶色・サイド照明・シングル） (Clean),갈색 외부 집 측면 조명 싱글 문 (Clean),"Zewnętrzne drzwi do domu – brązowe, bok, lekkie, pojedyncze (Clean)",Porta única com vidro lateral de casa exterior marrom (Clean),Коричневая одинарная входная дверь с окнами по бокам (Clean),Kahverengi Dış Ev Kapısı Tekli Yan Lambası,棕色室外侧光单开门 (Clean),棕色室外房屋側光單門 (Clean)
NEDsteel_PoweredDoor_exteriorHouseDoorSideLightSingleRed_Clean,blocks,block,,,Red Exterior House Side Light Single Door (Clean),,"Rote Einzeltür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior individual de casa roja (Clean),"Porte simple, lumière latérale, extérieur de maison, rouge (Clean)",Porta laterale singola leggera esterna rossa (Clean),住宅用室外ドア（赤・サイド照明・シングル） (Clean),빨간색 외부 집 측면 조명 싱글 문 (Clean),"Zewnętrzne drzwi do domu – czerwone, bok, lekkie, pojedyncze (Clean)",Porta única com vidro lateral de casa exterior vermelha (Clean),Красная одинарная входная дверь с окнами по бокам (Clean),Kırmızı Dış Ev Kapısı Tekli Yan Lambası,红色室外侧光单开门 (Clean),紅色室外房屋側光單門 (Clean)
NEDsteel_PoweredDoor_exteriorHouseDoorSideLightSingleOrange_Clean,blocks,block,,,Orange Exterior House Side Light Single Door (Clean),,"Orangefarbene Einzeltür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior individual de casa naranja (Clean),"Porte simple, lumière latérale, extérieur de maison, orange (Clean)",Porta laterale singola leggera esterna arancione (Clean),住宅用室外ドア（橙・サイド照明・シングル） (Clean),주황색 외부 집 측면 조명 싱글 문 (Clean),"Zewnętrzne drzwi do domu – pomarańczowe, bok, lekkie, pojedyncze (Clean)",Porta única com vidro lateral de casa exterior laranja (Clean),Оранжевая одинарная входная дверь с окнами по бокам (Clean),Turuncu Dış Ev Kapısı Tekli Yan Lambası,橙色室外侧光单开门 (Clean),橘色室外房屋側光單門 (Clean)
NEDsteel_PoweredDoor_exteriorHouseDoorSideLightSingleYellow_Clean,blocks,block,,,Yellow Exterior House Side Light Single Door (Clean),,"Gelbe Einzeltür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior individual de casa amarilla (Clean),"Porte simple, lumière latérale, extérieur de maison, jaune (Clean)",Porta laterale singola leggera esterna gialla (Clean),住宅用室外ドア（黄色・サイド照明・シングル） (Clean),노란색 외부 집 측면 조명 싱글 문 (Clean),"Zewnętrzne drzwi do domu – żółte, bok, lekkie, pojedyncze (Clean)",Porta única com vidro lateral de casa exterior amarela (Clean),Желтая одинарная входная дверь с окнами по бокам (Clean),Sarı Dış Ev Kapısı Tekli Yan Lambası,黄色室外侧光单开门 (Clean),黃色室外房屋側光單門 (Clean)
NEDsteel_PoweredDoor_exteriorHouseDoorSideLightSingleGreen_Clean,blocks,block,,,Green Exterior House Side Light Single Door (Clean),,"Grüne Einzeltür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior individual de casa verde (Clean),"Porte simple, lumière latérale, extérieur de maison, verte (Clean)",Porta laterale singola leggera esterna verde (Clean),住宅用室外ドア（緑・サイド照明・シングル） (Clean),초록색 외부 집 측면 조명 싱글 문 (Clean),"Zewnętrzne drzwi do domu – zielone, bok, lekkie, pojedyncze (Clean)",Porta única com vidro lateral de casa exterior verde (Clean),Зеленая одинарная входная дверь с окнами по бокам (Clean),Yeşil Dış Ev Kapısı Tekli Yan Lambası,绿色室外侧光单开门 (Clean),綠色室外房屋側光單門 (Clean)
